周开始日期,周结束日期,版本号,主要市场,产品页浏览量,下载量,产品页下载转化率,打开应用,开始三分钟,完成三分钟,查看付费页,点击购买,购买成功,收入,退款,备注
2026-07-15,,新版分发中,"美国;中国;香港;澳大利亚;瑞士",23,17,,,,,,,,0,,历史基线：新版刚分发，埋点尚未上线；当前主要卡点判断为曝光不足
